achiev,adj,adverb,affect,affiliation,anger,anx,article,assent,auxverb,bio,body,cause,certain,cogproc,compare,conj,death,differ,discrep,drives,family,feel,female,filler,focusfuture,focuspast,focuspresent,friend,function,health,hear,home,i,informal,ingest,insight,interrog,ipron,leisure,male,money,motion,negate,negemo,netspeak,nonflu,number,percept,posemo,power,ppron,prep,pronoun,quant,relativ,relig,reward,risk,sad,see,sexual,shehe,social,space,swear,tentat,they,time,verb,we,work,you
,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,100.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,
,25.0,,6.25,,,,6.25,,,6.25,,,,,,,,,,6.25,,,,,,,,,12.5,6.25,,,,,,,,,,,,,,6.25,,,,,,6.25,,6.25,,,18.75,,,,,,,,,6.25,,,,6.25,,,,
,5.88235294117647,5.88235294117647,5.88235294117647,,,5.88235294117647,,,5.88235294117647,17.647058823529413,,,,11.76470588235294,5.88235294117647,11.76470588235294,,,5.88235294117647,,,,,,5.88235294117647,,17.647058823529413,,52.94117647058824,17.647058823529413,,,17.647058823529413,5.88235294117647,,5.88235294117647,,,,,,,5.88235294117647,5.88235294117647,5.88235294117647,,,,,,17.647058823529413,11.76470588235294,17.647058823529413,,17.647058823529413,,,,,,,,,11.76470588235294,,,,5.88235294117647,11.76470588235294,,,
,,11.11111111111111,11.11111111111111,,,,,,33.33333333333333,,,11.11111111111111,,11.11111111111111,,22.22222222222222,,,,,,,,,,,33.33333333333333,,77.77777777777779,,,,11.11111111111111,,,,,11.11111111111111,,,,,,,,,,,11.11111111111111,,11.11111111111111,,22.22222222222222,,,,,,,,,,,,,,,,33.33333333333333,,,
,12.5,,6.25,,6.25,,,,,,,,,12.5,,6.25,,6.25,,,,,,,,,,,18.75,,,,,,,6.25,,6.25,6.25,,,,,6.25,,,,12.5,,,,6.25,6.25,,12.5,,,,,12.5,,,,,,,,12.5,,,,
,,,11.11111111111111,11.11111111111111,,11.11111111111111,,,,,,,,,,,,,,11.11111111111111,,,,,,,,,,,,,,,,,,,,,,,,11.11111111111111,,,,,,,,,,,,,,,,,,,11.11111111111111,,,,,,,,,
,,7.6923076923076925,46.15384615384615,,,15.384615384615385,,,,15.384615384615385,,15.384615384615385,,23.076923076923077,,15.384615384615385,,,,,,7.6923076923076925,,,,,,,15.384615384615385,15.384615384615385,,,,,,7.6923076923076925,7.6923076923076925,,,,,,,46.15384615384615,,,,7.6923076923076925,,,,,,,7.6923076923076925,,,,7.6923076923076925,,,,,,,,,7.6923076923076925,,,,
5.0,5.0,,5.0,5.0,,5.0,15.0,,10.0,,,,5.0,15.0,,5.0,,5.0,5.0,10.0,,,,,,5.0,10.0,,55.00000000000001,,,,,,,5.0,,5.0,,,,5.0,,5.0,,,,,,,15.0,5.0,20.0,,15.0,,,,,,,,25.0,10.0,,5.0,,,15.0,,,15.0
,,,,,,,13.043478260869565,,4.3478260869565215,4.3478260869565215,,8.695652173913043,,13.043478260869565,,13.043478260869565,,4.3478260869565215,,,,,,,,,4.3478260869565215,,52.17391304347826,4.3478260869565215,,,,,,,,13.043478260869565,,,,,,,,,,,,,,8.695652173913043,13.043478260869565,,4.3478260869565215,,,,,,,,4.3478260869565215,4.3478260869565215,,,,,4.3478260869565215,,,
,,4.545454545454546,9.090909090909092,4.545454545454546,,4.545454545454546,4.545454545454546,,4.545454545454546,4.545454545454546,,,,13.636363636363635,,,,,,9.090909090909092,,,,,,,,,50.0,4.545454545454546,,,4.545454545454546,,,9.090909090909092,,9.090909090909092,,,,,,4.545454545454546,,,,,4.545454545454546,4.545454545454546,9.090909090909092,18.181818181818183,18.181818181818183,,18.181818181818183,,,,,,,,13.636363636363635,18.181818181818183,,4.545454545454546,,4.545454545454546,9.090909090909092,4.545454545454546,,
,7.142857142857142,7.142857142857142,7.142857142857142,,,7.142857142857142,14.285714285714285,,7.142857142857142,7.142857142857142,,,,,,7.142857142857142,,,,,,,,,,,7.142857142857142,,50.0,7.142857142857142,,,7.142857142857142,,,,,,,,,,,7.142857142857142,,,,,,,7.142857142857142,14.285714285714285,7.142857142857142,7.142857142857142,,,,,,,,,,,,,,,7.142857142857142,,,
4.166666666666666,,,8.333333333333332,,,4.166666666666666,4.166666666666666,,8.333333333333332,,,4.166666666666666,,4.166666666666666,,8.333333333333332,,,,4.166666666666666,,,,,,8.333333333333332,,,50.0,,,,16.666666666666664,4.166666666666666,,,,4.166666666666666,,,,,,4.166666666666666,4.166666666666666,,4.166666666666666,,4.166666666666666,,16.666666666666664,8.333333333333332,20.833333333333336,,16.666666666666664,,,,,,,,,,,,,16.666666666666664,8.333333333333332,,,
,5.88235294117647,,5.88235294117647,,,5.88235294117647,5.88235294117647,,5.88235294117647,11.76470588235294,,5.88235294117647,,17.647058823529413,,,5.88235294117647,,,,,,,,,11.76470588235294,,,23.52941176470588,11.76470588235294,,,,,,17.647058823529413,,,5.88235294117647,,,,,5.88235294117647,,,,,,,,11.76470588235294,,,,,,,,,,,,,,,,,11.76470588235294,,,
,,12.5,12.5,12.5,,12.5,,,12.5,,,,,12.5,,12.5,,,,12.5,,,,,,,25.0,,50.0,,,,,,,12.5,12.5,12.5,,,,,,12.5,,,,,,,12.5,,25.0,,12.5,,,,,,,,25.0,,,,,12.5,25.0,,,12.5
,5.555555555555555,5.555555555555555,5.555555555555555,,,,,,,5.555555555555555,5.555555555555555,5.555555555555555,,11.11111111111111,,11.11111111111111,,5.555555555555555,,5.555555555555555,,,,,5.555555555555555,,5.555555555555555,,50.0,,,,,5.555555555555555,,,,,,,,,5.555555555555555,,,5.555555555555555,,,5.555555555555555,5.555555555555555,16.666666666666664,11.11111111111111,16.666666666666664,,11.11111111111111,,,,,,,,16.666666666666664,5.555555555555555,,,,5.555555555555555,5.555555555555555,,,16.666666666666664
9.090909090909092,18.181818181818183,,27.27272727272727,,,9.090909090909092,,,9.090909090909092,,,,,27.27272727272727,18.181818181818183,9.090909090909092,,27.27272727272727,,9.090909090909092,,,,,,,9.090909090909092,,45.45454545454545,,,,9.090909090909092,,,,,9.090909090909092,,,,,9.090909090909092,9.090909090909092,,,,,18.181818181818183,,9.090909090909092,9.090909090909092,18.181818181818183,,,,9.090909090909092,,,,,,9.090909090909092,,,9.090909090909092,,,9.090909090909092,,,
,,,22.22222222222222,,,11.11111111111111,,,,,,,,22.22222222222222,,,,,,,,,,,,,11.11111111111111,,22.22222222222222,,,,,,,,,,,,,,,22.22222222222222,,,11.11111111111111,,,,,22.22222222222222,,11.11111111111111,,,,,11.11111111111111,,,,,,,22.22222222222222,,,11.11111111111111,,,
,,,18.181818181818183,,,9.090909090909092,9.090909090909092,,9.090909090909092,,,,,,,,,,,,,,,,,,9.090909090909092,,54.54545454545454,,,,27.27272727272727,,,,,,9.090909090909092,,,,,18.181818181818183,,,,,,,27.27272727272727,9.090909090909092,27.27272727272727,,,,,,9.090909090909092,,,,,,,,,,9.090909090909092,,,
,,28.57142857142857,14.285714285714285,,,14.285714285714285,,,,,,,14.285714285714285,42.857142857142854,,,,14.285714285714285,,,,,,,,,,,42.857142857142854,,,,,,,,,,,,,,14.285714285714285,14.285714285714285,,,,,,,,,,,,,,,,,,,,,,14.285714285714285,,,,,,
5.263157894736842,5.263157894736842,15.789473684210526,15.789473684210526,5.263157894736842,,5.263157894736842,,,,,,15.789473684210526,5.263157894736842,31.57894736842105,,15.789473684210526,,,,21.052631578947366,,,,,5.263157894736842,10.526315789473683,5.263157894736842,,42.10526315789473,,,,21.052631578947366,,,10.526315789473683,10.526315789473683,,,,,,5.263157894736842,10.526315789473683,,,,,5.263157894736842,,21.052631578947366,5.263157894736842,21.052631578947366,,10.526315789473683,,5.263157894736842,5.263157894736842,,,,,5.263157894736842,,,,,10.526315789473683,15.789473684210526,,,
,,,15.0,,,5.0,10.0,,5.0,,,,,5.0,,5.0,5.0,,,5.0,,,,,,,5.0,,35.0,,,,10.0,,,5.0,,5.0,,,,,,15.0,,,,,,,10.0,,15.0,,10.0,,,5.0,5.0,,,,5.0,5.0,,,,5.0,5.0,,,
,,8.0,4.0,4.0,,4.0,4.0,,4.0,,,,4.0,8.0,,4.0,,,,4.0,4.0,,,,,8.0,,,40.0,,4.0,,20.0,,,4.0,4.0,,,,,,,4.0,,,,4.0,,,20.0,4.0,20.0,4.0,8.0,,,,,,,,8.0,,,,,8.0,12.0,,4.0,
,,,10.526315789473683,,,10.526315789473683,15.789473684210526,,5.263157894736842,,,,,5.263157894736842,,5.263157894736842,,5.263157894736842,,,,,,,,,5.263157894736842,,36.84210526315789,,10.526315789473683,,,,,,,,,,,,,10.526315789473683,,,,10.526315789473683,,,,10.526315789473683,,,,,,,,,,,10.526315789473683,,,5.263157894736842,,,10.526315789473683,,,
,,,16.666666666666664,,8.333333333333332,8.333333333333332,,,,,,,,,,,,,,8.333333333333332,8.333333333333332,,,,,,,,,,,,,,,,,,,8.333333333333332,,,,16.666666666666664,,,,,,8.333333333333332,,,,,,,,,,,,,8.333333333333332,,,,,,,,,
,,6.25,12.5,6.25,,6.25,,,,,,,,,,6.25,,,,6.25,12.5,,18.75,,,6.25,,,37.5,,,,6.25,6.25,,,6.25,6.25,,6.25,,,,6.25,6.25,,,,6.25,,18.75,6.25,25.0,,18.75,,,,,,,12.5,25.0,6.25,,,,12.5,6.25,,6.25,
,,,25.0,,,25.0,25.0,,25.0,,,,,,,,,,,,,,,,,,25.0,,50.0,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,
,,,6.666666666666667,,,6.666666666666667,,,6.666666666666667,13.333333333333334,,,,13.333333333333334,,,,,,6.666666666666667,,,,,,6.666666666666667,,,53.333333333333336,13.333333333333334,,,20.0,,,13.333333333333334,,,,,,,,6.666666666666667,,,,,,6.666666666666667,20.0,26.666666666666668,20.0,,20.0,,,,,,,,,13.333333333333334,,,,6.666666666666667,6.666666666666667,,,
,,4.3478260869565215,4.3478260869565215,,,4.3478260869565215,,,,,,4.3478260869565215,,13.043478260869565,,8.695652173913043,,,,8.695652173913043,4.3478260869565215,,8.695652173913043,,4.3478260869565215,4.3478260869565215,4.3478260869565215,,47.82608695652174,,,,17.391304347826086,,,8.695652173913043,,,,,,,,4.3478260869565215,,,4.3478260869565215,,,4.3478260869565215,21.73913043478261,13.043478260869565,21.73913043478261,,17.391304347826086,,4.3478260869565215,,,,,4.3478260869565215,13.043478260869565,13.043478260869565,,,,4.3478260869565215,17.391304347826086,,,
,,4.761904761904762,14.285714285714285,,,4.761904761904762,9.523809523809524,,9.523809523809524,4.761904761904762,,,,,,4.761904761904762,,,,,,,,,,,9.523809523809524,,38.095238095238095,,,,9.523809523809524,4.761904761904762,4.761904761904762,,4.761904761904762,,,,,,,14.285714285714285,4.761904761904762,,,,,,9.523809523809524,4.761904761904762,9.523809523809524,,9.523809523809524,,,,4.761904761904762,,,,,,,,,9.523809523809524,9.523809523809524,,,
,4.166666666666666,4.166666666666666,16.666666666666664,4.166666666666666,,4.166666666666666,,,8.333333333333332,4.166666666666666,,4.166666666666666,4.166666666666666,12.5,4.166666666666666,,,4.166666666666666,,12.5,,,,,,4.166666666666666,8.333333333333332,4.166666666666666,41.66666666666667,4.166666666666666,,,8.333333333333332,,,,4.166666666666666,4.166666666666666,,,,,4.166666666666666,8.333333333333332,,,,,8.333333333333332,4.166666666666666,8.333333333333332,12.5,12.5,,8.333333333333332,4.166666666666666,,4.166666666666666,,,,,4.166666666666666,4.166666666666666,,,,4.166666666666666,12.5,,,
,,18.181818181818183,9.090909090909092,4.545454545454546,4.545454545454546,,,,4.545454545454546,4.545454545454546,,9.090909090909092,,13.636363636363635,,13.636363636363635,,,,9.090909090909092,,,,,,4.545454545454546,4.545454545454546,,59.09090909090909,,,4.545454545454546,13.636363636363635,,,4.545454545454546,9.090909090909092,,,,,,,4.545454545454546,,,,,4.545454545454546,4.545454545454546,18.181818181818183,18.181818181818183,18.181818181818183,9.090909090909092,9.090909090909092,,,,,,,,9.090909090909092,9.090909090909092,,,4.545454545454546,,18.181818181818183,,,
,,,6.25,,,6.25,,,,,,,,12.5,,,,6.25,,,,,,,,,6.25,,6.25,,,,,,,6.25,,,,,,,6.25,6.25,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,
4.545454545454546,,,9.090909090909092,9.090909090909092,,,,,,,,,,4.545454545454546,,,,,4.545454545454546,18.181818181818183,,,,,4.545454545454546,9.090909090909092,,4.545454545454546,36.36363636363637,,,4.545454545454546,9.090909090909092,4.545454545454546,,,,,,9.090909090909092,,,,,4.545454545454546,,,,9.090909090909092,4.545454545454546,22.727272727272727,13.636363636363635,22.727272727272727,,4.545454545454546,,9.090909090909092,,,,,9.090909090909092,27.27272727272727,4.545454545454546,,,,,13.636363636363635,,,4.545454545454546
,,,11.11111111111111,,,11.11111111111111,,,,11.11111111111111,,,,,,,,,,,,,,,,,,,,11.11111111111111,,,,,,,,,,,,,,11.11111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.3478260869565215,,8.695652173913043,,,,17.391304347826086,,8.695652173913043,8.695652173913043,4.3478260869565215,4.3478260869565215,,17.391304347826086,,4.3478260869565215,,,8.695652173913043,4.3478260869565215,,,,,4.3478260869565215,,8.695652173913043,,47.82608695652174,4.3478260869565215,,,,,,,,8.695652173913043,4.3478260869565215,,,,,,,,,4.3478260869565215,8.695652173913043,,,8.695652173913043,8.695652173913043,,8.695652173913043,,,4.3478260869565215,,4.3478260869565215,,,4.3478260869565215,4.3478260869565215,,4.3478260869565215,,4.3478260869565215,26.08695652173913,,,
,,,,,,,15.0,,5.0,5.0,,,,10.0,,,,,,5.0,,,,,,5.0,,,50.0,5.0,,,5.0,,,,,,,,,5.0,,,,,,,,5.0,5.0,25.0,5.0,5.0,20.0,,,,,,,,5.0,15.0,,10.0,,,5.0,,,
,3.8461538461538463,7.6923076923076925,7.6923076923076925,,,3.8461538461538463,3.8461538461538463,,15.384615384615385,,,,,15.384615384615385,,,,7.6923076923076925,,3.8461538461538463,,,,,,3.8461538461538463,15.384615384615385,,61.53846153846154,,,,19.230769230769234,7.6923076923076925,,,,3.8461538461538463,,,,,3.8461538461538463,3.8461538461538463,7.6923076923076925,,,,3.8461538461538463,3.8461538461538463,19.230769230769234,11.538461538461538,23.076923076923077,,19.230769230769234,,,,,,,,3.8461538461538463,7.6923076923076925,,7.6923076923076925,,11.538461538461538,19.230769230769234,,,3.8461538461538463
,10.526315789473683,10.526315789473683,10.526315789473683,,,5.263157894736842,,,5.263157894736842,5.263157894736842,5.263157894736842,,,5.263157894736842,5.263157894736842,15.789473684210526,,,,15.789473684210526,,,,,,10.526315789473683,,,47.368421052631575,5.263157894736842,,,21.052631578947366,,5.263157894736842,,,,,,,,,10.526315789473683,,,,,,5.263157894736842,21.052631578947366,10.526315789473683,21.052631578947366,5.263157894736842,5.263157894736842,,5.263157894736842,5.263157894736842,,,,,10.526315789473683,,,5.263157894736842,,5.263157894736842,15.789473684210526,,5.263157894736842,
5.0,5.0,10.0,10.0,,,5.0,5.0,,,5.0,,,10.0,25.0,5.0,5.0,,5.0,,10.0,,5.0,,,,,10.0,,50.0,,,,10.0,5.0,5.0,10.0,,10.0,,,,5.0,,5.0,,5.0,,5.0,5.0,,10.0,10.0,20.0,10.0,5.0,,,5.0,,,,,5.0,,,5.0,,,10.0,,,
4.166666666666666,12.5,12.5,8.333333333333332,,,,4.166666666666666,,8.333333333333332,4.166666666666666,,4.166666666666666,4.166666666666666,16.666666666666664,4.166666666666666,16.666666666666664,,4.166666666666666,4.166666666666666,4.166666666666666,,4.166666666666666,,,,,20.833333333333336,,54.166666666666664,4.166666666666666,,,,,,,4.166666666666666,8.333333333333332,,,,,4.166666666666666,,,,4.166666666666666,4.166666666666666,,,,12.5,8.333333333333332,,,,,,,,,,12.5,,,,,,12.5,,4.166666666666666,
,6.25,,6.25,,,,12.5,,12.5,12.5,,,,6.25,,6.25,,,6.25,6.25,,,,,,,18.75,,50.0,12.5,,,6.25,,,,,,,,,12.5,,,,,,,6.25,,12.5,6.25,12.5,,12.5,,,6.25,,,,,12.5,,,,,,18.75,,,6.25
,,7.142857142857142,14.285714285714285,,,7.142857142857142,7.142857142857142,,14.285714285714285,,,,,7.142857142857142,,7.142857142857142,,,7.142857142857142,,,,,,,7.142857142857142,21.428571428571427,,50.0,,7.142857142857142,,,,,,,7.142857142857142,,,,,,14.285714285714285,,,,7.142857142857142,,,,7.142857142857142,7.142857142857142,,,,,,7.142857142857142,,,,7.142857142857142,,,,,,21.428571428571427,,,
,9.090909090909092,,,,,,13.636363636363635,,9.090909090909092,9.090909090909092,,9.090909090909092,4.545454545454546,13.636363636363635,,9.090909090909092,,,4.545454545454546,4.545454545454546,,,,,,,4.545454545454546,,45.45454545454545,4.545454545454546,,,,4.545454545454546,4.545454545454546,,,9.090909090909092,4.545454545454546,,,,,,4.545454545454546,,,,,,,4.545454545454546,9.090909090909092,,9.090909090909092,,,4.545454545454546,,,,,4.545454545454546,,,,,9.090909090909092,18.181818181818183,,,
4.3478260869565215,4.3478260869565215,13.043478260869565,13.043478260869565,,,4.3478260869565215,8.695652173913043,,4.3478260869565215,,,,,4.3478260869565215,4.3478260869565215,4.3478260869565215,,4.3478260869565215,,4.3478260869565215,,,,,,4.3478260869565215,4.3478260869565215,,52.17391304347826,,,,13.043478260869565,,,,,,,,,,,8.695652173913043,,,,,4.3478260869565215,,13.043478260869565,8.695652173913043,13.043478260869565,,17.391304347826086,,,,4.3478260869565215,,,,,8.695652173913043,,,,8.695652173913043,8.695652173913043,,,
,,,21.052631578947366,5.263157894736842,5.263157894736842,5.263157894736842,,,,15.789473684210526,,,,15.789473684210526,,5.263157894736842,,10.526315789473683,5.263157894736842,5.263157894736842,,,,,,,5.263157894736842,,31.57894736842105,10.526315789473683,,,,26.31578947368421,,,,10.526315789473683,,,,,5.263157894736842,10.526315789473683,15.789473684210526,,,,10.526315789473683,,10.526315789473683,,21.052631578947366,,,,,,,,5.263157894736842,,21.052631578947366,,5.263157894736842,10.526315789473683,5.263157894736842,,5.263157894736842,,,5.263157894736842
